


2017-02-10 22:40:34
3 | 0 | 0 | 1
3 | 0 | 0 | 2
3 | 0 | 0 | 3
3 | 0 | 0 | 4
3 | 0 | 0 | 5
3 | 0 | 0 | 6
3 | 0 | 0 | 7
3 | 0 | 0 | 8
3 | 0 | 0 | 9
3 | 0 | 0 | 10
4 | 0 | 0 | 1
4 | 0 | 0 | 2
4 | 0 | 0 | 3
4 | 0 | 0 | 4
4 | 0 | 0 | 5
4 | 0 | 0 | 6
4 | 0 | 0 | 7
4 | 0 | 0 | 8
4 | 0 | 0 | 9
4 | 0 | 0 | 10
3 | 0 | 0 | 1
3 | 0 | 0 | 2
3 | 0 | 0 | 3
3 | 0 | 0 | 4
3 | 0 | 0 | 5
3 | 0 | 0 | 6
3 | 0 | 0 | 7
3 | 0 | 0 | 8
3 | 0 | 0 | 9
3 | 0 | 0 | 10
3 | 0 | 1 | 110
4 | 0 | 1 | 165
